Tanggal,Fakultas,Kategori,Anggaran (Juta Rp),Realisasi (Juta Rp)
30/06/2022,FIK,Pengembangan Infrastruktur,356.0,321.66734005150334
31/07/2022,FTE,Operasional,288.0,261.115968547238
31/07/2022,FTE,Riset dan Pengembangan,393.0,380.37188544118
31/07/2022,FTE,Kemahasiswaan,251.0,242.92959952995372
31/07/2022,FTE,Pengembangan Infrastruktur,354.0,342.76305401075535
31/07/2022,FRI,Operasional,284.0,280.0703473475412
31/07/2022,FRI,Riset dan Pengembangan,226.0,204.1057131218579
31/07/2022,FRI,Kemahasiswaan,349.0,327.5177262613346
31/07/2022,FRI,Pengembangan Infrastruktur,318.0,295.7335430347882
31/07/2022,FIF,Operasional,277.0,260.94072591161625
31/07/2022,FIF,Riset dan Pengembangan,294.0,178.18980565882353
31/07/2022,FIF,Kemahasiswaan,165.0,152.12360602078655
31/07/2022,FIF,Pengembangan Infrastruktur,175.0,165.4053086484912
31/07/2022,FEB,Operasional,344.0,318.77823314233734
31/07/2022,FEB,Riset dan Pengembangan,544.5,362.7753467363751
31/07/2022,FEB,Kemahasiswaan,417.0,383.6323416229083
31/07/2022,FEB,Pengembangan Infrastruktur,114.0,105.36764358162546
31/07/2022,FKB,Operasional,80.25,98.31177774920087
31/07/2022,FKB,Riset dan Pengembangan,411.0,406.5053670578549
31/07/2022,FKB,Kemahasiswaan,415.0,377.6896889018488
31/07/2022,FKB,Pengembangan Infrastruktur,203.0,184.31189732612378
31/07/2022,FIT,Operasional,126.0,163.50550403999253
31/07/2022,FIT,Riset dan Pengembangan,331.0,307.9236973821021
31/07/2022,FIT,Kemahasiswaan,258.0,243.3169007198341
31/07/2022,FIT,Pengembangan Infrastruktur,270.0,250.44156601868352
31/07/2022,FIK,Operasional,343.0,313.96280812181345
31/07/2022,FIK,Riset dan Pengembangan,271.0,257.14832833009547
31/07/2022,FIK,Kemahasiswaan,106.0,105.13749956232719
31/07/2022,FIK,Pengembangan Infrastruktur,131.0,128.61891960654563
31/08/2022,FTE,Operasional,350.0,323.7321387835445
31/08/2022,FTE,Riset dan Pengembangan,446.0,412.26818232366514
31/08/2022,FTE,Kemahasiswaan,356.0,333.21794891648824
31/08/2022,FTE,Pengembangan Infrastruktur,347.0,328.38631035830485
31/08/2022,FRI,Operasional,394.0,356.27057315667065
31/08/2022,FRI,Riset dan Pengembangan,115.0,103.99146168251696
31/08/2022,FRI,Kemahasiswaan,237.0,218.53761236813426
31/08/2022,FRI,Pengembangan Infrastruktur,356.0,332.5169326373656
31/08/2022,FIF,Operasional,368.0,354.1084657440519
31/08/2022,FIF,Riset dan Pengembangan,715.5,476.7110674588466
31/08/2022,FIF,Kemahasiswaan,323.0,304.0978948803896
31/08/2022,FIF,Pengembangan Infrastruktur,450.0,422.7087098553316
31/08/2022,FEB,Operasional,188.0,174.52533554408816
31/08/2022,FEB,Riset dan Pengembangan,277.5,178.7089439898455
31/08/2022,FEB,Kemahasiswaan,372.0,357.87676549334753
31/08/2022,FEB,Pengembangan Infrastruktur,433.0,407.75632410268605
31/08/2022,FKB,Operasional,360.75,458.73995075386745
31/08/2022,FKB,Riset dan Pengembangan,383.0,366.1071644910669
31/08/2022,FKB,Kemahasiswaan,104.0,93.75830392296373
31/08/2022,FKB,Pengembangan Infrastruktur,385.0,364.4131525092611
31/08/2022,FIT,Operasional,294.75,384.828777224971
31/08/2022,FIT,Riset dan Pengembangan,275.0,270.76714057324597
31/08/2022,FIT,Kemahasiswaan,318.0,296.4251670077902
31/08/2022,FIT,Pengembangan Infrastruktur,465.0,437.7832154245392
31/08/2022,FIK,Operasional,113.0,108.85906474921592
31/08/2022,FIK,Riset dan Pengembangan,431.0,392.52871711286434
31/08/2022,FIK,Kemahasiswaan,134.0,125.56799755235755
31/08/2022,FIK,Pengembangan Infrastruktur,440.0,406.97074397027694
30/09/2022,FTE,Operasional,395.0,388.25599084527533
30/09/2022,FTE,Riset dan Pengembangan,340.0,319.3637495267928
30/09/2022,FTE,Kemahasiswaan,430.0,408.7911831133669
30/09/2022,FTE,Pengembangan Infrastruktur,185.0,180.82859655783236
30/09/2022,FRI,Operasional,159.0,151.76758540385134
30/09/2022,FRI,Riset dan Pengembangan,123.0,112.25467316280941
30/09/2022,FRI,Kemahasiswaan,435.0,404.00971425050955
30/09/2022,FRI,Pengembangan Infrastruktur,474.0,469.12391868743055
30/09/2022,FIF,Operasional,326.0,297.5326560762936
30/09/2022,FIF,Riset dan Pengembangan,496.5,321.5395155373364
30/09/2022,FIF,Kemahasiswaan,111.0,102.54318277674135
30/09/2022,FIF,Pengembangan Infrastruktur,241.0,227.02282880422493
30/09/2022,FEB,Operasional,424.0,403.1700278249026
30/09/2022,FEB,Riset dan Pengembangan,465.0,299.76184606546406
30/09/2022,FEB,Kemahasiswaan,425.0,415.9631060024446
30/09/2022,FEB,Pengembangan Infrastruktur,445.0,419.03055548565465
30/09/2022,FKB,Operasional,318.75,409.08253138463925
30/09/2022,FKB,Riset dan Pengembangan,368.0,353.20362020546077
30/09/2022,FKB,Kemahasiswaan,332.0,326.5321227504805
30/09/2022,FKB,Pengembangan Infrastruktur,372.0,357.5779845645779
30/09/2022,FIT,Operasional,105.75,129.58895110043073
30/09/2022,FIT,Riset dan Pengembangan,293.0,270.4638293138709
30/09/2022,FIT,Kemahasiswaan,397.0,388.94007937977256
30/09/2022,FIT,Pengembangan Infrastruktur,391.0,371.950801396198
30/09/2022,FIK,Operasional,197.0,181.60558745768438
30/09/2022,FIK,Riset dan Pengembangan,229.0,228.03888655115333
30/09/2022,FIK,Kemahasiswaan,464.0,426.69002981478974
30/09/2022,FIK,Pengembangan Infrastruktur,227.0,218.55770867621584
31/10/2022,FTE,Operasional,386.0,360.31618039199026
31/10/2022,FTE,Riset dan Pengembangan,166.0,149.75453400262705
31/10/2022,FTE,Kemahasiswaan,393.0,382.81967212202613
31/10/2022,FTE,Pengembangan Infrastruktur,304.0,285.6573692716335
31/10/2022,FRI,Operasional,177.0,176.17364756756805
31/10/2022,FRI,Riset dan Pengembangan,217.0,203.09186964023027
31/10/2022,FRI,Kemahasiswaan,443.0,416.64023238503944
31/10/2022,FRI,Pengembangan Infrastruktur,104.0,102.8764480860713
31/10/2022,FIF,Operasional,441.0,439.80658069237035
31/10/2022,FIF,Riset dan Pengembangan,642.0,387.5710661143283
31/10/2022,FIF,Kemahasiswaan,429.0,407.597461555669
31/10/2022,FIF,Pengembangan Infrastruktur,486.0,457.16830830223364
31/10/2022,FEB,Operasional,488.0,457.574100935289
31/10/2022,FEB,Riset dan Pengembangan,352.5,231.3069506288153
31/10/2022,FEB,Kemahasiswaan,499.0,472.0164027769886
31/10/2022,FEB,Pengembangan Infrastruktur,351.0,344.3288812644274
31/10/2022,FKB,Operasional,268.5,326.7949594284101
31/10/2022,FKB,Riset dan Pengembangan,298.0,296.034719585212
31/10/2022,FKB,Kemahasiswaan,229.0,220.83899470436796
31/10/2022,FKB,Pengembangan Infrastruktur,472.0,458.40247441898197
31/10/2022,FIT,Operasional,78.75,95.72002232711671
31/10/2022,FIT,Riset dan Pengembangan,291.0,284.55147313264195
31/10/2022,FIT,Kemahasiswaan,490.0,485.8288696207526
31/10/2022,FIT,Pengembangan Infrastruktur,301.0,299.84476413395663
31/10/2022,FIK,Operasional,337.0,319.4837369494448
31/10/2022,FIK,Riset dan Pengembangan,381.0,364.8540467717943
31/10/2022,FIK,Kemahasiswaan,215.0,202.64656326046645
31/10/2022,FIK,Pengembangan Infrastruktur,221.0,207.30812219479685
30/11/2022,FTE,Operasional,328.0,300.54688677731957
30/11/2022,FTE,Riset dan Pengembangan,143.0,140.8348659625822
30/11/2022,FTE,Kemahasiswaan,488.0,453.058027547898
30/11/2022,FTE,Pengembangan Infrastruktur,481.0,448.8854072355901
30/11/2022,FRI,Operasional,411.0,386.31701021692635
30/11/2022,FRI,Riset dan Pengembangan,331.0,306.58903385800096
30/11/2022,FRI,Kemahasiswaan,107.0,103.28163795269039
30/11/2022,FRI,Pengembangan Infrastruktur,158.0,145.32574594857306
30/11/2022,FIF,Operasional,248.0,245.42320380013413
30/11/2022,FIF,Riset dan Pengembangan,363.0,232.0341905558183
30/11/2022,FIF,Kemahasiswaan,201.0,198.4816934722293
30/11/2022,FIF,Pengembangan Infrastruktur,441.0,400.0763426983833
30/11/2022,FEB,Operasional,491.0,461.82344507345334
30/11/2022,FEB,Riset dan Pengembangan,327.0,215.35124496598405
30/11/2022,FEB,Kemahasiswaan,182.0,172.76068988265985
30/11/2022,FEB,Pengembangan Infrastruktur,297.0,285.111325183259
30/11/2022,FKB,Operasional,194.25,256.32878939936205
30/11/2022,FKB,Riset dan Pengembangan,198.0,186.29307717911607
30/11/2022,FKB,Kemahasiswaan,254.0,244.53333319281995
30/11/2022,FKB,Pengembangan Infrastruktur,437.0,394.301675801446
30/11/2022,FIT,Operasional,333.0,420.8087601126761
30/11/2022,FIT,Riset dan Pengembangan,370.0,359.5484310088003
30/11/2022,FIT,Kemahasiswaan,149.0,145.80383415952846
30/11/2022,FIT,Pengembangan Infrastruktur,356.0,339.34489691711684
30/11/2022,FIK,Operasional,198.0,197.24829270702136
30/11/2022,FIK,Riset dan Pengembangan,106.0,101.54254901336652
30/11/2022,FIK,Kemahasiswaan,108.0,101.25386955416353
30/11/2022,FIK,Pengembangan Infrastruktur,382.0,379.2757931629836
31/12/2022,FTE,Operasional,225.0,210.14939772110614
31/12/2022,FTE,Riset dan Pengembangan,287.0,267.97658604204224
31/12/2022,FTE,Kemahasiswaan,350.0,346.76377823902914
31/12/2022,FTE,Pengembangan Infrastruktur,207.0,195.42957205264528
31/12/2022,FRI,Operasional,265.0,254.03486894617907
31/12/2022,FRI,Riset dan Pengembangan,438.0,427.2670791627238
31/12/2022,FRI,Kemahasiswaan,430.0,400.3246718269123
31/12/2022,FRI,Pengembangan Infrastruktur,444.0,433.2653202924322
31/12/2022,FIF,Operasional,382.0,349.562328880698
31/12/2022,FIF,Riset dan Pengembangan,385.5,250.50009755041555
31/12/2022,FIF,Kemahasiswaan,422.0,406.3510843518978
31/12/2022,FIF,Pengembangan Infrastruktur,396.0,363.1429863249599
31/12/2022,FEB,Operasional,492.0,471.268743527104
31/12/2022,FEB,Riset dan Pengembangan,585.0,355.23376772135185
31/12/2022,FEB,Kemahasiswaan,302.0,292.8147582148262
31/12/2022,FEB,Pengembangan Infrastruktur,287.0,271.0276153504404
31/12/2022,FKB,Operasional,78.0,103.21730681505741
31/12/2022,FKB,Riset dan Pengembangan,452.0,409.9414359392726
31/12/2022,FKB,Kemahasiswaan,110.0,105.06087991093996
31/12/2022,FKB,Pengembangan Infrastruktur,166.0,160.55754056375142
31/12/2022,FIT,Operasional,94.5,121.7403717271517
31/12/2022,FIT,Riset dan Pengembangan,282.0,270.16130366067296
31/12/2022,FIT,Kemahasiswaan,342.0,332.2943060349734
31/12/2022,FIT,Pengembangan Infrastruktur,283.0,267.6047200572166
31/12/2022,FIK,Operasional,139.0,127.21103121170822
31/12/2022,FIK,Riset dan Pengembangan,317.0,288.91199542471674
31/12/2022,FIK,Kemahasiswaan,383.0,346.8051014139959
31/12/2022,FIK,Pengembangan Infrastruktur,108.0,107.13980796148657
31/01/2023,FTE,Operasional,434.0,406.4934346250818
31/01/2023,FTE,Riset dan Pengembangan,302.0,292.95926490275144
31/01/2023,FTE,Kemahasiswaan,335.0,311.34645426781043
31/01/2023,FTE,Pengembangan Infrastruktur,208.0,187.35550972104588
31/01/2023,FRI,Operasional,494.0,481.04351354663436
31/01/2023,FRI,Riset dan Pengembangan,470.0,458.16321767007787
31/01/2023,FRI,Kemahasiswaan,340.0,310.55691384092194
31/01/2023,FRI,Pengembangan Infrastruktur,206.0,195.0294346068907
31/01/2023,FIF,Operasional,486.0,438.9420051291778
31/01/2023,FIF,Riset dan Pengembangan,231.0,148.81083693768383
31/01/2023,FIF,Kemahasiswaan,145.0,140.81349167945302
31/01/2023,FIF,Pengembangan Infrastruktur,361.0,327.81596410255537
31/01/2023,FEB,Operasional,180.0,178.94504587743504
31/01/2023,FEB,Riset dan Pengembangan,495.0,309.71231941755934
31/01/2023,FEB,Kemahasiswaan,479.0,437.17968078712784
31/01/2023,FEB,Pengembangan Infrastruktur,149.0,142.98637817415482
31/01/2023,FKB,Operasional,239.25,303.3561149329863
31/01/2023,FKB,Riset dan Pengembangan,298.0,269.6759919241156
31/01/2023,FKB,Kemahasiswaan,462.0,455.1261600567376
31/01/2023,FKB,Pengembangan Infrastruktur,308.0,285.0781625790327
31/01/2023,FIT,Operasional,188.25,245.00113206853248
31/01/2023,FIT,Riset dan Pengembangan,208.0,199.07264071225714
31/01/2023,FIT,Kemahasiswaan,278.0,250.2528319562488
31/01/2023,FIT,Pengembangan Infrastruktur,185.0,166.78042371576882
31/01/2023,FIK,Operasional,361.0,338.29001365856965
31/01/2023,FIK,Riset dan Pengembangan,412.0,386.1983504140303
31/01/2023,FIK,Kemahasiswaan,175.0,161.2435550770495
31/01/2023,FIK,Pengembangan Infrastruktur,225.0,223.72206677105584
28/02/2023,FTE,Operasional,333.0,331.1883261636813
28/02/2023,FTE,Riset dan Pengembangan,434.0,418.4864797445815
28/02/2023,FTE,Kemahasiswaan,367.0,357.22776677050047
28/02/2023,FTE,Pengembangan Infrastruktur,140.0,132.79620754577934
28/02/2023,FRI,Operasional,207.0,191.85913044491147
28/02/2023,FRI,Riset dan Pengembangan,438.0,434.1739847401589
28/02/2023,FRI,Kemahasiswaan,230.0,209.48454993438867
28/02/2023,FRI,Pengembangan Infrastruktur,462.0,417.8629851976755
28/02/2023,FIF,Operasional,263.0,246.61621366720468
28/02/2023,FIF,Riset dan Pengembangan,193.5,121.37885028648348
28/02/2023,FIF,Kemahasiswaan,152.0,148.07706793611715
28/02/2023,FIF,Pengembangan Infrastruktur,266.0,258.0178340357133
28/02/2023,FEB,Operasional,189.0,180.73423169000841
28/02/2023,FEB,Riset dan Pengembangan,682.5,420.46836577067484
28/02/2023,FEB,Kemahasiswaan,273.0,266.6443112732845
28/02/2023,FEB,Pengembangan Infrastruktur,198.0,186.86789399110287
28/02/2023,FKB,Operasional,231.75,307.15460891614845
28/02/2023,FKB,Riset dan Pengembangan,436.0,419.4878208541591
28/02/2023,FKB,Kemahasiswaan,117.0,116.65205737593904
28/02/2023,FKB,Pengembangan Infrastruktur,104.0,101.93236124950647
28/02/2023,FIT,Operasional,110.25,143.96365272868476
28/02/2023,FIT,Riset dan Pengembangan,195.0,186.57424678947686
28/02/2023,FIT,Kemahasiswaan,121.0,120.17371052629211
28/02/2023,FIT,Pengembangan Infrastruktur,360.0,336.53951624366164
28/02/2023,FIK,Operasional,499.0,453.6790056997555
28/02/2023,FIK,Riset dan Pengembangan,208.0,203.3953267807034
28/02/2023,FIK,Kemahasiswaan,464.0,418.03139000885983
28/02/2023,FIK,Pengembangan Infrastruktur,286.0,281.71723335935127
31/03/2023,FTE,Operasional,205.0,196.67810937229768
31/03/2023,FTE,Riset dan Pengembangan,125.0,121.027908619101
31/03/2023,FTE,Kemahasiswaan,471.0,450.20637336187775
31/03/2023,FTE,Pengembangan Infrastruktur,292.0,274.70499807133996
31/03/2023,FRI,Operasional,167.0,165.54348860794732
31/03/2023,FRI,Riset dan Pengembangan,434.0,432.38309231976046
31/03/2023,FRI,Kemahasiswaan,183.0,168.28826008147058
31/03/2023,FRI,Pengembangan Infrastruktur,320.0,313.3702690731126
31/03/2023,FIF,Operasional,424.0,388.9685492813978
31/03/2023,FIF,Riset dan Pengembangan,370.5,223.9426231266926
31/03/2023,FIF,Kemahasiswaan,237.0,236.970762071924
31/03/2023,FIF,Pengembangan Infrastruktur,264.0,247.97904274490378
31/03/2023,FEB,Operasional,342.0,333.414877290877
31/03/2023,FEB,Riset dan Pengembangan,460.5,300.9120467695858
31/03/2023,FEB,Kemahasiswaan,480.0,474.62397955236173
31/03/2023,FEB,Pengembangan Infrastruktur,384.0,368.18915845827337
31/03/2023,FKB,Operasional,184.5,239.67352046092873
31/03/2023,FKB,Riset dan Pengembangan,451.0,439.14538930327615
31/03/2023,FKB,Kemahasiswaan,149.0,143.32562285101096
31/03/2023,FKB,Pengembangan Infrastruktur,361.0,333.4994787010873
31/03/2023,FIT,Operasional,319.5,420.1841949231855
31/03/2023,FIT,Riset dan Pengembangan,345.0,317.3715195695129
31/03/2023,FIT,Kemahasiswaan,330.0,326.89454097736024
31/03/2023,FIT,Pengembangan Infrastruktur,455.0,454.12591898352144
31/03/2023,FIK,Operasional,319.0,309.85137369540286
31/03/2023,FIK,Riset dan Pengembangan,439.0,417.189457019152
31/03/2023,FIK,Kemahasiswaan,312.0,310.44892517959033
31/03/2023,FIK,Pengembangan Infrastruktur,312.0,286.42069290067843
30/04/2023,FTE,Operasional,294.0,290.80210540457233
30/04/2023,FTE,Riset dan Pengembangan,277.0,262.0770550541154
30/04/2023,FTE,Kemahasiswaan,144.0,129.96690138278652
30/04/2023,FTE,Pengembangan Infrastruktur,178.0,163.84821572319788
30/04/2023,FRI,Operasional,173.0,169.45741949776613
30/04/2023,FRI,Riset dan Pengembangan,277.0,254.47030238215424
30/04/2023,FRI,Kemahasiswaan,432.0,391.6348693934432
30/04/2023,FRI,Pengembangan Infrastruktur,146.0,142.73580273317185
30/04/2023,FIF,Operasional,386.0,368.9295219840615
30/04/2023,FIF,Riset dan Pengembangan,420.0,257.1235055399247
30/04/2023,FIF,Kemahasiswaan,148.0,147.23983333519007
30/04/2023,FIF,Pengembangan Infrastruktur,162.0,150.0620902964476
30/04/2023,FEB,Operasional,227.0,212.25549930173798
30/04/2023,FEB,Riset dan Pengembangan,495.0,311.2133790751224
30/04/2023,FEB,Kemahasiswaan,163.0,158.35260292631918
30/04/2023,FEB,Pengembangan Infrastruktur,378.0,350.19213489924607
30/04/2023,FKB,Operasional,182.25,223.99185705723866
30/04/2023,FKB,Riset dan Pengembangan,105.0,103.48709040376245
30/04/2023,FKB,Kemahasiswaan,297.0,275.7507312003226
30/04/2023,FKB,Pengembangan Infrastruktur,146.0,145.04345953858106
30/04/2023,FIT,Operasional,298.5,372.88192195020355
30/04/2023,FIT,Riset dan Pengembangan,215.0,202.260652762049
30/04/2023,FIT,Kemahasiswaan,234.0,215.81533355638027
30/04/2023,FIT,Pengembangan Infrastruktur,130.0,124.57680646484971
30/04/2023,FIK,Operasional,241.0,231.35825768974777
30/04/2023,FIK,Riset dan Pengembangan,452.0,419.38179233326576
30/04/2023,FIK,Kemahasiswaan,341.0,308.95089520773706
30/04/2023,FIK,Pengembangan Infrastruktur,186.0,175.39035610303475
31/05/2023,FTE,Operasional,297.0,271.40520496425836
31/05/2023,FTE,Riset dan Pengembangan,498.0,480.6534511152997
31/05/2023,FTE,Kemahasiswaan,138.0,129.26112628641803
31/05/2023,FTE,Pengembangan Infrastruktur,202.0,200.20262685297433
31/05/2023,FRI,Operasional,294.0,292.084048390632
31/05/2023,FRI,Riset dan Pengembangan,139.0,125.80635172633211
31/05/2023,FRI,Kemahasiswaan,399.0,364.7993146984647
31/05/2023,FRI,Pengembangan Infrastruktur,182.0,164.1478785632495
31/05/2023,FIF,Operasional,248.0,224.31937701376452
31/05/2023,FIF,Riset dan Pengembangan,712.5,428.65904396353324
31/05/2023,FIF,Kemahasiswaan,397.0,389.61786912050184
31/05/2023,FIF,Pengembangan Infrastruktur,285.0,260.3381672713899
31/05/2023,FEB,Operasional,476.0,456.8072619886842
31/05/2023,FEB,Riset dan Pengembangan,576.0,352.7012098126575
31/05/2023,FEB,Kemahasiswaan,185.0,171.69407587708884
31/05/2023,FEB,Pengembangan Infrastruktur,481.0,470.2000347946625
31/05/2023,FKB,Operasional,300.0,368.87666055150584
31/05/2023,FKB,Riset dan Pengembangan,492.0,469.52411491333214
31/05/2023,FKB,Kemahasiswaan,198.0,187.52664056804224
31/05/2023,FKB,Pengembangan Infrastruktur,296.0,283.3205956540605
31/05/2023,FIT,Operasional,138.75,171.50669211195228
31/05/2023,FIT,Riset dan Pengembangan,463.0,442.23882428767615
31/05/2023,FIT,Kemahasiswaan,286.0,263.5043550880711
31/05/2023,FIT,Pengembangan Infrastruktur,261.0,259.05072773384256
31/05/2023,FIK,Operasional,479.0,442.3811113651993
31/05/2023,FIK,Riset dan Pengembangan,170.0,167.49475450532532
31/05/2023,FIK,Kemahasiswaan,440.0,422.639197097263
31/05/2023,FIK,Pengembangan Infrastruktur,410.0,402.45454728910903
30/06/2023,FTE,Operasional,273.0,260.5003424529371
30/06/2023,FTE,Riset dan Pengembangan,243.0,241.6984650938121
30/06/2023,FTE,Kemahasiswaan,127.0,116.37299703636981
30/06/2023,FTE,Pengembangan Infrastruktur,431.0,424.2811717989298
30/06/2023,FRI,Operasional,115.0,113.13334265822509
30/06/2023,FRI,Riset dan Pengembangan,189.0,185.33095605693237
30/06/2023,FRI,Kemahasiswaan,156.0,143.95667949642268
30/06/2023,FRI,Pengembangan Infrastruktur,278.0,254.04978467083995
30/06/2023,FIF,Operasional,369.0,343.27740638002786
30/06/2023,FIF,Riset dan Pengembangan,196.5,126.0315648939462
30/06/2023,FIF,Kemahasiswaan,351.0,320.60879058796695
30/06/2023,FIF,Pengembangan Infrastruktur,101.0,100.73519808978062
30/06/2023,FEB,Operasional,318.0,299.14780874628303
30/06/2023,FEB,Riset dan Pengembangan,511.5,340.6671281019127
30/06/2023,FEB,Kemahasiswaan,206.0,188.5055185571241
30/06/2023,FEB,Pengembangan Infrastruktur,190.0,182.30454476217005
30/06/2023,FKB,Operasional,111.0,138.20627352241954
30/06/2023,FKB,Riset dan Pengembangan,283.0,277.00816483447414
30/06/2023,FKB,Kemahasiswaan,405.0,383.0139049578887
30/06/2023,FKB,Pengembangan Infrastruktur,379.0,349.99838957296726
30/06/2023,FIT,Operasional,225.75,279.1585009993188
30/06/2023,FIT,Riset dan Pengembangan,244.0,226.24946980428487
30/06/2023,FIT,Kemahasiswaan,134.0,121.77568940881818
30/06/2023,FIT,Pengembangan Infrastruktur,396.0,395.5235779997161
30/06/2023,FIK,Operasional,117.0,110.69677400940934
30/06/2023,FIK,Riset dan Pengembangan,104.0,99.36747180407045
30/06/2023,FIK,Kemahasiswaan,402.0,388.10262447789336
30/06/2023,FIK,Pengembangan Infrastruktur,164.0,155.41476733548149
31/07/2023,FTE,Operasional,209.0,201.8959639433269
31/07/2023,FTE,Riset dan Pengembangan,397.0,364.52552700400685
31/07/2023,FTE,Kemahasiswaan,187.0,177.8491344324949
31/07/2023,FTE,Pengembangan Infrastruktur,130.0,128.2040887818262
31/07/2023,FRI,Operasional,386.0,350.73867165991504
31/07/2023,FRI,Riset dan Pengembangan,247.0,241.96479894471324
31/07/2023,FRI,Kemahasiswaan,398.0,372.88058155232386
31/07/2023,FRI,Pengembangan Infrastruktur,469.0,435.3194485092032
31/07/2023,FIF,Operasional,225.0,216.71670140160583
31/07/2023,FIF,Riset dan Pengembangan,511.5,332.9571028335491
31/07/2023,FIF,Kemahasiswaan,497.0,452.6551949354686
31/07/2023,FIF,Pengembangan Infrastruktur,198.0,178.32342410344566
31/07/2023,FEB,Operasional,317.0,285.8232652821403
31/07/2023,FEB,Riset dan Pengembangan,543.0,348.87759581334683
31/07/2023,FEB,Kemahasiswaan,441.0,437.53432996937335
31/07/2023,FEB,Pengembangan Infrastruktur,487.0,486.9992824937568
31/07/2023,FKB,Operasional,278.25,335.4386672080407
31/07/2023,FKB,Riset dan Pengembangan,453.0,443.0813143527589
31/07/2023,FKB,Kemahasiswaan,452.0,442.1960285166756
31/07/2023,FKB,Pengembangan Infrastruktur,473.0,441.8592902209113
31/07/2023,FIT,Operasional,337.5,434.9276536756954
31/07/2023,FIT,Riset dan Pengembangan,189.0,177.09193292276666
31/07/2023,FIT,Kemahasiswaan,280.0,253.8831499864601
31/07/2023,FIT,Pengembangan Infrastruktur,109.0,106.7496138899163
31/07/2023,FIK,Operasional,388.0,373.55627069580225
31/07/2023,FIK,Riset dan Pengembangan,492.0,444.31561244016103
31/07/2023,FIK,Kemahasiswaan,451.0,407.433049643567
31/07/2023,FIK,Pengembangan Infrastruktur,409.0,407.6364526281799
31/08/2023,FTE,Operasional,370.0,362.6328168153088
31/08/2023,FTE,Riset dan Pengembangan,317.0,313.0976755126679
31/08/2023,FTE,Kemahasiswaan,482.0,471.0287796691218
31/08/2023,FTE,Pengembangan Infrastruktur,165.0,159.75212106489153
31/08/2023,FRI,Operasional,121.0,115.22860036655311
31/08/2023,FRI,Riset dan Pengembangan,365.0,357.4066570629604
31/08/2023,FRI,Kemahasiswaan,194.0,178.35557211687882
31/08/2023,FRI,Pengembangan Infrastruktur,156.0,142.9843641095444
31/08/2023,FIF,Operasional,221.0,207.32177088774077
31/08/2023,FIF,Riset dan Pengembangan,322.5,207.25710530070612
31/08/2023,FIF,Kemahasiswaan,248.0,244.6571202636532
31/08/2023,FIF,Pengembangan Infrastruktur,470.0,450.54676181664183
31/08/2023,FEB,Operasional,495.0,471.94900245095215
31/08/2023,FEB,Riset dan Pengembangan,231.0,150.81533321992603
31/08/2023,FEB,Kemahasiswaan,181.0,165.0047426004836
31/08/2023,FEB,Pengembangan Infrastruktur,116.0,105.41531606189525
31/08/2023,FKB,Operasional,352.5,440.3834400738024
31/08/2023,FKB,Riset dan Pengembangan,338.0,336.9861108974698
31/08/2023,FKB,Kemahasiswaan,193.0,192.0824578182873
31/08/2023,FKB,Pengembangan Infrastruktur,419.0,397.42693118330124
31/08/2023,FIT,Operasional,132.75,173.67388177850947
31/08/2023,FIT,Riset dan Pengembangan,277.0,249.91085257954782
31/08/2023,FIT,Kemahasiswaan,421.0,388.2186828091564
31/08/2023,FIT,Pengembangan Infrastruktur,149.0,148.84472645423043
31/08/2023,FIK,Operasional,123.0,118.45851525060245
31/08/2023,FIK,Riset dan Pengembangan,142.0,128.6158183781822
31/08/2023,FIK,Kemahasiswaan,190.0,182.26778031511589
31/08/2023,FIK,Pengembangan Infrastruktur,282.0,278.34109155419435
30/09/2023,FTE,Operasional,447.0,406.2541505187331
30/09/2023,FTE,Riset dan Pengembangan,331.0,299.254558664439
30/09/2023,FTE,Kemahasiswaan,403.0,369.84450539966355
30/09/2023,FTE,Pengembangan Infrastruktur,329.0,318.29031510593654
30/09/2023,FRI,Operasional,182.0,180.06475488491523
30/09/2023,FRI,Riset dan Pengembangan,236.0,227.59391957543744
30/09/2023,FRI,Kemahasiswaan,278.0,268.48632475986335
30/09/2023,FRI,Pengembangan Infrastruktur,275.0,248.52004660598004
30/09/2023,FIF,Operasional,431.0,411.21703336087126
30/09/2023,FIF,Riset dan Pengembangan,415.5,272.2642746780764
30/09/2023,FIF,Kemahasiswaan,195.0,187.53281371820836
30/09/2023,FIF,Pengembangan Infrastruktur,340.0,321.23020433608735
30/09/2023,FEB,Operasional,298.0,288.3284541490964
30/09/2023,FEB,Riset dan Pengembangan,628.5,381.8614330346373
30/09/2023,FEB,Kemahasiswaan,422.0,391.56547234040255
30/09/2023,FEB,Pengembangan Infrastruktur,444.0,403.22625492768645
30/09/2023,FKB,Operasional,136.5,179.75934192329623
30/09/2023,FKB,Riset dan Pengembangan,319.0,313.47546295286054
30/09/2023,FKB,Kemahasiswaan,204.0,195.7348571308436
30/09/2023,FKB,Pengembangan Infrastruktur,483.0,460.3875302659616
30/09/2023,FIT,Operasional,334.5,422.47287499226906
30/09/2023,FIT,Riset dan Pengembangan,444.0,409.91235937193005
30/09/2023,FIT,Kemahasiswaan,388.0,377.06442376271673
30/09/2023,FIT,Pengembangan Infrastruktur,265.0,240.6169253022434
30/09/2023,FIK,Operasional,469.0,447.0137922334047
30/09/2023,FIK,Riset dan Pengembangan,293.0,274.97948911069017
30/09/2023,FIK,Kemahasiswaan,394.0,379.98284281268593
